Plot Title: DO_01,,,,,,,,
#,"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °C calculated from F",Coupler Attached (LGR S/N: 20645539),Host Connected (LGR S/N: 20645539),Coupler Detached (LGR S/N: 20645539),Stopped (LGR S/N: 20645539),End Of File (LGR S/N: 20645539)
533,7/18/2019 4:30,4.59,41.86,,,,,
534,7/18/2019 4:45,4.58,41.79,,,,,
535,7/18/2019 5:00,4.56,41.79,,,,,
536,7/18/2019 5:15,4.55,41.76,,,,,
537,7/18/2019 5:30,4.54,41.72,,,,,
538,7/18/2019 5:45,4.53,41.65,,,,,
539,7/18/2019 6:00,4.53,41.61,,,,,
540,7/18/2019 6:15,4.52,41.58,,,,,
541,7/18/2019 6:30,4.52,41.54,,,,,
542,7/18/2019 6:45,4.53,41.54,,,,,
543,7/18/2019 7:00,4.55,41.54,,,,,
544,7/18/2019 7:15,4.61,41.54,,,,,
545,7/18/2019 7:30,4.67,41.54,,,,,
546,7/18/2019 7:45,4.71,41.54,,,,,
547,7/18/2019 8:00,4.77,41.54,,,,,
548,7/18/2019 8:15,4.86,41.61,,,,,
549,7/18/2019 8:30,4.96,41.68,,,,,
550,7/18/2019 8:45,5.08,41.83,,,,,
551,7/18/2019 9:00,5.23,42.12,,,,,
552,7/18/2019 9:15,5.34,42.55,,,,,
553,7/18/2019 9:30,5.46,42.87,,,,,
554,7/18/2019 9:45,5.58,43.34,,,,,
555,7/18/2019 10:00,5.68,43.74,,,,,
556,7/18/2019 10:15,5.79,44.28,,,,,
557,7/18/2019 10:30,5.88,44.74,,,,,
558,7/18/2019 10:45,5.99,45.25,,,,,
559,7/18/2019 11:00,6.07,45.86,,,,,
560,7/18/2019 11:15,6.15,46.51,,,,,
561,7/18/2019 11:30,6.2,47.05,,,,,
562,7/18/2019 11:45,6.24,47.52,,,,,
563,7/18/2019 12:00,6.27,47.73,,,,,
564,7/18/2019 12:15,6.33,48.16,,,,,
565,7/18/2019 12:30,6.36,48.96,,,,,
566,7/18/2019 12:45,6.4,49.6,,,,,
567,7/18/2019 13:00,6.38,50.11,,,,,
568,7/18/2019 13:15,6.35,50.29,,,,,
569,7/18/2019 13:30,6.38,50.32,,,,,
570,7/18/2019 13:45,6.4,50.83,,,,,
571,7/18/2019 14:00,6.35,50.97,,,,,
572,7/18/2019 14:15,6.34,50.83,,,,,
573,7/18/2019 14:27,,,Logged,,,,
574,7/18/2019 14:28,,,,Logged,,,
575,7/18/2019 14:28,,,,Logged,,,
576,7/18/2019 14:29,,,,,Logged,,
577,7/18/2019 14:30,6.43,51.01,,,,,
578,7/18/2019 14:45,6.3,51.01,,,,,
579,7/18/2019 15:00,6.33,51.08,,,,,
580,7/18/2019 15:15,6.35,51.22,,,,,
581,7/18/2019 15:30,6.34,51.33,,,,,
582,7/18/2019 15:45,6.33,51.37,,,,,
583,7/18/2019 16:00,6.31,51.37,,,,,
584,7/18/2019 16:15,6.29,51.26,,,,,
585,7/18/2019 16:30,6.26,51.15,,,,,
586,7/18/2019 16:45,6.23,51.04,,,,,
587,7/18/2019 17:00,6.14,50.72,,,,,
588,7/18/2019 17:15,6.08,50.25,,,,,
589,7/18/2019 17:30,6.02,49.89,,,,,
590,7/18/2019 17:45,5.92,49.57,,,,,
591,7/18/2019 18:00,5.82,49.17,,,,,
592,7/18/2019 18:15,5.71,48.81,,,,,
593,7/18/2019 18:30,5.59,48.49,,,,,
594,7/18/2019 18:45,5.48,48.13,,,,,
595,7/18/2019 19:00,5.38,47.84,,,,,
596,7/18/2019 19:15,5.29,47.59,,,,,
597,7/18/2019 19:30,5.21,47.34,,,,,
598,7/18/2019 19:45,5.13,47.12,,,,,
599,7/18/2019 20:00,5.06,46.9,,,,,
600,7/18/2019 20:15,5,46.76,,,,,
601,7/18/2019 20:30,4.94,46.58,,,,,
602,7/18/2019 20:45,4.88,46.44,,,,,
603,7/18/2019 21:00,4.83,46.26,,,,,
604,7/18/2019 21:15,4.79,46.08,,,,,
605,7/18/2019 21:30,4.75,45.9,,,,,
606,7/18/2019 21:45,4.7,45.75,,,,,
607,7/18/2019 22:00,4.67,45.57,,,,,
608,7/18/2019 22:15,4.64,45.43,,,,,
609,7/18/2019 22:30,4.61,45.25,,,,,
610,7/18/2019 22:45,4.6,45.07,,,,,
611,7/18/2019 23:00,4.59,44.92,,,,,
612,7/18/2019 23:15,4.57,44.78,,,,,
613,7/18/2019 23:30,4.55,44.64,,,,,
614,7/18/2019 23:45,4.53,44.46,,,,,
615,7/19/2019 0:00,4.51,44.31,,,,,
616,7/19/2019 0:15,4.48,44.24,,,,,
617,7/19/2019 0:30,4.45,44.17,,,,,
618,7/19/2019 0:45,4.43,44.1,,,,,
619,7/19/2019 1:00,4.42,43.99,,,,,
620,7/19/2019 1:15,4.42,43.88,,,,,
621,7/19/2019 1:30,4.42,43.81,,,,,
622,7/19/2019 1:45,4.42,43.7,,,,,
623,7/19/2019 2:00,4.41,43.63,,,,,
624,7/19/2019 2:15,4.39,43.52,,,,,
625,7/19/2019 2:30,4.37,43.45,,,,,
626,7/19/2019 2:45,4.34,43.38,,,,,
627,7/19/2019 3:00,4.31,43.34,,,,,
628,7/19/2019 3:15,4.29,43.27,,,,,
629,7/19/2019 3:30,4.27,43.2,,,,,
630,7/19/2019 3:45,4.25,43.09,,,,,
631,7/19/2019 4:00,4.24,43.02,,,,,
632,7/19/2019 4:15,4.23,42.87,,,,,
633,7/19/2019 4:30,4.23,42.62,,,,,
634,7/19/2019 4:45,4.24,42.26,,,,,
635,7/19/2019 5:00,4.23,41.94,,,,,
636,7/19/2019 5:15,4.23,41.68,,,,,
637,7/19/2019 5:30,4.23,41.54,,,,,
638,7/19/2019 5:45,4.24,41.25,,,,,
639,7/19/2019 6:00,4.24,41.14,,,,,
640,7/19/2019 6:15,4.23,41.11,,,,,
641,7/19/2019 6:30,4.22,41.11,,,,,
642,7/19/2019 6:45,4.23,41.11,,,,,
643,7/19/2019 7:00,4.25,41.14,,,,,
644,7/19/2019 7:15,4.3,41.18,,,,,
645,7/19/2019 7:30,4.37,41.22,,,,,
646,7/19/2019 7:45,4.45,41.29,,,,,
647,7/19/2019 8:00,4.55,41.36,,,,,
648,7/19/2019 8:15,4.67,41.47,,,,,
649,7/19/2019 8:30,4.77,41.58,,,,,
650,7/19/2019 8:45,4.86,41.68,,,,,
651,7/19/2019 9:00,4.97,41.83,,,,,
652,7/19/2019 9:15,5.11,42.15,,,,,
653,7/19/2019 9:30,5.24,42.55,,,,,
654,7/19/2019 9:45,5.38,43.05,,,,,
655,7/19/2019 10:00,5.47,43.48,,,,,
656,7/19/2019 10:15,5.58,43.84,,,,,
657,7/19/2019 10:30,5.65,44.13,,,,,
658,7/19/2019 10:45,5.72,44.31,,,,,
659,7/19/2019 11:00,5.8,44.53,,,,,
660,7/19/2019 11:15,5.9,45.03,,,,,
661,7/19/2019 11:30,5.93,45.39,,,,,
662,7/19/2019 11:45,5.95,45.57,,,,,
663,7/19/2019 12:00,6.03,45.61,,,,,
664,7/19/2019 12:15,6.15,46.47,,,,,
665,7/19/2019 12:30,6.17,47.16,,,,,
666,7/19/2019 12:45,6.22,47.48,,,,,
667,7/19/2019 13:00,6.28,47.98,,,,,
668,7/19/2019 13:15,6.28,48.38,,,,,
669,7/19/2019 13:30,6.31,48.85,,,,,
670,7/19/2019 13:45,6.29,49.03,,,,,
671,7/19/2019 14:00,6.31,49.14,,,,,
672,7/19/2019 14:15,6.33,49.53,,,,,
673,7/19/2019 14:25,,,Logged,,,,
674,7/19/2019 14:25,,,,Logged,,,
675,7/19/2019 14:25,,,,,Logged,,
676,7/19/2019 14:30,6.28,50.11,,,,,
677,7/19/2019 14:45,6.26,49.82,,,,,
678,7/19/2019 15:00,6.23,49.53,,,,,
679,7/19/2019 15:15,6.21,49.21,,,,,
680,7/19/2019 15:30,6.22,48.99,,,,,
681,7/19/2019 15:45,6.21,48.85,,,,,
682,7/19/2019 16:00,6.19,48.63,,,,,
683,7/19/2019 16:15,6.16,48.38,,,,,
684,7/19/2019 16:30,6.16,48.16,,,,,
685,7/19/2019 16:45,6.12,47.95,,,,,
686,7/19/2019 17:00,6.09,47.7,,,,,
687,7/19/2019 17:15,6.02,47.41,,,,,
688,7/19/2019 17:30,5.93,47.16,,,,,
689,7/19/2019 17:45,5.85,46.87,,,,,
690,7/19/2019 18:00,5.79,46.62,,,,,
691,7/19/2019 18:15,5.7,46.36,,,,,
692,7/19/2019 18:30,5.59,46.11,,,,,
693,7/19/2019 18:45,5.49,45.86,,,,,
694,7/19/2019 19:00,5.39,45.64,,,,,
695,7/19/2019 19:15,5.31,45.46,,,,,
696,7/19/2019 19:30,5.23,45.28,,,,,
697,7/19/2019 19:45,5.16,45.1,,,,,
698,7/19/2019 20:00,5.09,44.96,,,,,
699,7/19/2019 20:15,5.07,44.82,,,,,
700,7/19/2019 20:30,5.02,44.67,,,,,
701,7/19/2019 20:45,4.98,44.53,,,,,
702,7/19/2019 21:00,4.93,44.42,,,,,
703,7/19/2019 21:15,4.89,44.35,,,,,
704,7/19/2019 21:30,4.84,44.28,,,,,
705,7/19/2019 21:45,4.8,44.17,,,,,
706,7/19/2019 22:00,4.76,44.13,,,,,
707,7/19/2019 22:15,4.74,44.06,,,,,
708,7/19/2019 22:30,4.74,43.95,,,,,
709,7/19/2019 22:45,4.7,43.88,,,,,
710,7/19/2019 23:00,4.71,43.81,,,,,
711,7/19/2019 23:15,4.81,43.7,,,,,
712,7/19/2019 23:30,4.88,43.59,,,,,
713,7/19/2019 23:45,4.94,43.48,,,,,
714,7/20/2019 0:00,4.91,43.38,,,,,
715,7/20/2019 0:15,4.87,43.27,,,,,
716,7/20/2019 0:30,4.84,43.23,,,,,
717,7/20/2019 0:45,4.82,43.12,,,,,
718,7/20/2019 1:00,4.79,43.05,,,,,
719,7/20/2019 1:15,4.77,43.02,,,,,
720,7/20/2019 1:30,4.75,42.94,,,,,
721,7/20/2019 1:45,4.72,42.87,,,,,
722,7/20/2019 2:00,4.72,42.8,,,,,
723,7/20/2019 2:15,4.71,42.73,,,,,
724,7/20/2019 2:30,4.72,42.66,,,,,
725,7/20/2019 2:45,4.72,42.55,,,,,
726,7/20/2019 3:00,4.77,42.48,,,,,
727,7/20/2019 3:15,4.77,42.4,,,,,
728,7/20/2019 3:30,4.78,42.33,,,,,
729,7/20/2019 3:45,4.77,42.26,,,,,
730,7/20/2019 4:00,4.77,42.15,,,,,
731,7/20/2019 4:15,4.79,42.08,,,,,
732,7/20/2019 4:30,4.78,41.97,,,,,
733,7/20/2019 4:45,4.77,41.94,,,,,
734,7/20/2019 5:00,4.82,41.83,,,,,
735,7/20/2019 5:15,4.86,41.76,,,,,
736,7/20/2019 5:30,4.88,41.68,,,,,
737,7/20/2019 5:45,4.93,41.58,,,,,
738,7/20/2019 6:00,5.04,41.47,,,,,
739,7/20/2019 6:15,5.09,41.36,,,,,
740,7/20/2019 6:30,5.18,41.29,,,,,
741,7/20/2019 6:45,5.22,41.18,,,,,
742,7/20/2019 7:00,5.23,41.18,,,,,
743,7/20/2019 7:15,5.25,41.18,,,,,
744,7/20/2019 7:30,5.3,41.22,,,,,
745,7/20/2019 7:45,5.36,41.22,,,,,
746,7/20/2019 8:00,5.45,41.29,,,,,
747,7/20/2019 8:15,5.54,41.32,,,,,
748,7/20/2019 8:30,5.65,41.5,,,,,
749,7/20/2019 8:45,5.74,41.68,,,,,
750,7/20/2019 9:00,5.82,41.86,,,,,
751,7/20/2019 9:15,5.9,42.01,,,,,
752,7/20/2019 9:30,5.99,42.15,,,,,
753,7/20/2019 9:45,6.09,42.33,,,,,
754,7/20/2019 10:00,6.16,42.55,,,,,
755,7/20/2019 10:15,6.24,42.73,,,,,
756,7/20/2019 10:30,6.32,43.02,,,,,
757,7/20/2019 10:45,6.4,43.23,,,,,
758,7/20/2019 11:00,6.47,43.48,,,,,
759,7/20/2019 11:15,6.56,43.84,,,,,
760,7/20/2019 11:30,6.62,44.31,,,,,
761,7/20/2019 11:45,6.68,44.67,,,,,
762,7/20/2019 12:00,6.73,45,,,,,
763,7/20/2019 12:15,6.79,45.36,,,,,
764,7/20/2019 12:30,6.82,45.72,,,,,
765,7/20/2019 12:45,6.84,45.97,,,,,
766,7/20/2019 13:00,6.85,46.18,,,,,
767,7/20/2019 13:15,6.86,46.4,,,,,
768,7/20/2019 13:30,6.89,46.58,,,,,
769,7/20/2019 13:45,6.91,46.87,,,,,
770,7/20/2019 14:00,6.9,47.05,,,,,
771,7/20/2019 14:15,6.9,47.16,,,,,
772,7/20/2019 14:30,6.9,47.37,,,,,
773,7/20/2019 14:45,6.92,47.59,,,,,
774,7/20/2019 15:00,6.91,47.66,,,,,
775,7/20/2019 15:15,6.91,47.7,,,,,
776,7/20/2019 15:30,6.9,47.7,,,,,
777,7/20/2019 15:45,6.89,47.73,,,,,
778,7/20/2019 16:00,6.87,47.66,,,,,
779,7/20/2019 16:15,6.86,47.62,,,,,
780,7/20/2019 16:30,6.84,47.55,,,,,
781,7/20/2019 16:45,6.81,47.41,,,,,
782,7/20/2019 17:00,6.77,47.19,,,,,
783,7/20/2019 17:15,6.74,47.05,,,,,
784,7/20/2019 17:30,6.71,46.87,,,,,
785,7/20/2019 17:45,6.67,46.69,,,,,
786,7/20/2019 18:00,6.6,46.51,,,,,
787,7/20/2019 18:15,6.51,46.26,,,,,
788,7/20/2019 18:30,6.4,46,,,,,
789,7/20/2019 18:45,6.29,45.75,,,,,
790,7/20/2019 19:00,6.19,45.5,,,,,
791,7/20/2019 19:15,6.1,45.32,,,,,
792,7/20/2019 19:30,6.02,45.1,,,,,
793,7/20/2019 19:45,5.93,44.92,,,,,
794,7/20/2019 20:00,5.86,44.74,,,,,
795,7/20/2019 20:15,5.8,44.6,,,,,
796,7/20/2019 20:30,5.73,44.42,,,,,
797,7/20/2019 20:45,5.68,44.28,,,,,
798,7/20/2019 21:00,5.62,44.17,,,,,
799,7/20/2019 21:15,5.56,44.02,,,,,
800,7/20/2019 21:30,5.51,43.92,,,,,
801,7/20/2019 21:45,5.46,43.81,,,,,
802,7/20/2019 22:00,5.41,43.7,,,,,
803,7/20/2019 22:15,5.36,43.59,,,,,
804,7/20/2019 22:30,5.32,43.48,,,,,
805,7/20/2019 22:45,5.28,43.38,,,,,
806,7/20/2019 23:00,5.24,43.27,,,,,
807,7/20/2019 23:15,5.21,43.2,,,,,
808,7/20/2019 23:30,5.19,43.05,,,,,
809,7/20/2019 23:45,5.16,42.98,,,,,
810,7/21/2019 0:00,5.12,42.87,,,,,
811,7/21/2019 0:15,5.11,42.76,,,,,
812,7/21/2019 0:30,5.1,42.69,,,,,
813,7/21/2019 0:45,5.09,42.58,,,,,
814,7/21/2019 1:00,5.08,42.51,,,,,
815,7/21/2019 1:15,5.07,42.44,,,,,
816,7/21/2019 1:30,5.06,42.37,,,,,
817,7/21/2019 1:45,5.05,42.3,,,,,
818,7/21/2019 2:00,5.02,42.26,,,,,
819,7/21/2019 2:15,5.01,42.19,,,,,
820,7/21/2019 2:30,5.01,42.12,,,,,
821,7/21/2019 2:45,5,42.08,,,,,
822,7/21/2019 3:00,4.99,42.01,,,,,
823,7/21/2019 3:15,4.98,41.94,,,,,
824,7/21/2019 3:30,4.98,41.9,,,,,
825,7/21/2019 3:45,5,41.86,,,,,
826,7/21/2019 4:00,4.97,41.79,,,,,
827,7/21/2019 4:15,4.96,41.76,,,,,
828,7/21/2019 4:30,4.95,41.65,,,,,
829,7/21/2019 4:45,4.95,41.61,,,,,
830,7/21/2019 5:00,4.93,41.58,,,,,
831,7/21/2019 5:15,4.92,41.5,,,,,
832,7/21/2019 5:30,4.92,41.47,,,,,
833,7/21/2019 5:45,4.94,41.4,,,,,
834,7/21/2019 6:00,4.94,41.36,,,,,
835,7/21/2019 6:15,4.94,41.32,,,,,
836,7/21/2019 6:30,4.94,41.25,,,,,
837,7/21/2019 6:45,4.97,41.22,,,,,
838,7/21/2019 7:00,5.01,41.18,,,,,
839,7/21/2019 7:15,5.07,41.18,,,,,
840,7/21/2019 7:30,5.15,41.22,,,,,
841,7/21/2019 7:45,5.24,41.25,,,,,
842,7/21/2019 8:00,5.32,41.32,,,,,
843,7/21/2019 8:15,5.44,41.43,,,,,
844,7/21/2019 8:30,5.53,41.54,,,,,
845,7/21/2019 8:45,5.66,41.65,,,,,
846,7/21/2019 9:00,5.78,41.94,,,,,
847,7/21/2019 9:15,5.88,42.3,,,,,
848,7/21/2019 9:30,6.01,42.66,,,,,
849,7/21/2019 9:45,6.12,43.05,,,,,
850,7/21/2019 10:00,6.21,43.48,,,,,
851,7/21/2019 10:15,6.3,43.81,,,,,
852,7/21/2019 10:30,6.38,44.2,,,,,
853,7/21/2019 10:45,6.47,44.6,,,,,
854,7/21/2019 11:00,6.52,45.07,,,,,
855,7/21/2019 11:15,6.59,45.46,,,,,
856,7/21/2019 11:30,6.63,45.86,,,,,
857,7/21/2019 11:45,6.66,46.22,,,,,
858,7/21/2019 12:00,6.68,46.51,,,,,
859,7/21/2019 12:15,6.7,46.51,,,,,
860,7/21/2019 12:30,6.74,46.58,,,,,
861,7/21/2019 12:45,6.76,46.69,,,,,
862,7/21/2019 13:00,6.79,46.9,,,,,
863,7/21/2019 13:15,6.81,47.34,,,,,
864,7/21/2019 13:30,6.8,47.73,,,,,
865,7/21/2019 13:45,6.82,48.09,,,,,
866,7/21/2019 14:00,6.82,48.7,,,,,
867,7/21/2019 14:15,6.81,49.39,,,,,
868,7/21/2019 14:30,6.77,49.78,,,,,
869,7/21/2019 14:45,6.8,50.18,,,,,
870,7/21/2019 15:00,6.71,50.29,,,,,
871,7/21/2019 15:15,6.73,50.29,,,,,
872,7/21/2019 15:30,6.69,50.32,,,,,
873,7/21/2019 15:45,6.66,50.14,,,,,
874,7/21/2019 16:00,6.64,49.89,,,,,
875,7/21/2019 16:15,6.65,49.82,,,,,
876,7/21/2019 16:30,6.61,49.6,,,,,
877,7/21/2019 16:45,6.59,49.42,,,,,
878,7/21/2019 17:00,6.58,49.28,,,,,
879,7/21/2019 17:15,6.56,49.1,,,,,
880,7/21/2019 17:30,6.51,48.92,,,,,
881,7/21/2019 17:45,6.43,48.63,,,,,
882,7/21/2019 18:00,6.33,48.31,,,,,
883,7/21/2019 18:15,6.23,48.02,,,,,
884,7/21/2019 18:30,6.13,47.7,,,,,
885,7/21/2019 18:45,6.03,47.41,,,,,
886,7/21/2019 19:00,5.93,47.12,,,,,
887,7/21/2019 19:15,5.85,46.87,,,,,
888,7/21/2019 19:30,5.78,46.62,,,,,
889,7/21/2019 19:45,5.7,46.36,,,,,
890,7/21/2019 20:00,5.63,46.15,,,,,
891,7/21/2019 20:15,5.56,45.9,,,,,
892,7/21/2019 20:30,5.49,45.68,,,,,
893,7/21/2019 20:45,5.44,45.46,,,,,
894,7/21/2019 21:00,5.39,45.28,,,,,
895,7/21/2019 21:15,5.33,45.14,,,,,
896,7/21/2019 21:30,5.28,44.96,,,,,
897,7/21/2019 21:45,5.24,44.82,,,,,
898,7/21/2019 22:00,5.2,44.64,,,,,
899,7/21/2019 22:15,5.16,44.49,,,,,
900,7/21/2019 22:30,5.11,44.35,,,,,
901,7/21/2019 22:45,5.08,44.2,,,,,
902,7/21/2019 23:00,5.05,44.06,,,,,
903,7/21/2019 23:15,5.02,43.95,,,,,
904,7/21/2019 23:30,4.98,43.81,,,,,
905,7/21/2019 23:45,4.95,43.7,,,,,
906,7/22/2019 0:00,4.92,43.63,,,,,
907,7/22/2019 0:15,4.91,43.52,,,,,
908,7/22/2019 0:30,4.89,43.41,,,,,
909,7/22/2019 0:45,4.87,43.3,,,,,
910,7/22/2019 1:00,4.85,43.23,,,,,
911,7/22/2019 1:15,4.82,43.16,,,,,
912,7/22/2019 1:30,4.8,43.09,,,,,
913,7/22/2019 1:45,4.79,43.02,,,,,
914,7/22/2019 2:00,4.76,42.94,,,,,
915,7/22/2019 2:15,4.72,42.87,,,,,
916,7/22/2019 2:30,4.69,42.8,,,,,
917,7/22/2019 2:45,4.68,42.73,,,,,
918,7/22/2019 3:00,4.66,42.66,,,,,
919,7/22/2019 3:15,4.63,42.58,,,,,
920,7/22/2019 3:30,4.62,42.55,,,,,
921,7/22/2019 3:45,4.58,42.51,,,,,
922,7/22/2019 4:00,4.56,42.48,,,,,
923,7/22/2019 4:15,4.55,42.4,,,,,
924,7/22/2019 4:30,4.54,42.33,,,,,
925,7/22/2019 4:45,4.54,42.3,,,,,
926,7/22/2019 5:00,4.54,42.22,,,,,
927,7/22/2019 5:15,4.56,42.15,,,,,
928,7/22/2019 5:30,4.56,42.08,,,,,
929,7/22/2019 5:45,4.55,42.01,,,,,
930,7/22/2019 6:00,4.56,41.94,,,,,
931,7/22/2019 6:15,4.56,41.86,,,,,
932,7/22/2019 6:30,4.59,41.83,,,,,
933,7/22/2019 6:45,4.61,41.76,,,,,
934,7/22/2019 7:00,4.64,41.72,,,,,
935,7/22/2019 7:15,4.68,41.72,,,,,
936,7/22/2019 7:30,4.79,41.79,,,,,
937,7/22/2019 7:45,4.89,41.86,,,,,
938,7/22/2019 8:00,4.99,41.94,,,,,
939,7/22/2019 8:15,5.09,42.04,,,,,
940,7/22/2019 8:30,5.21,42.12,,,,,
941,7/22/2019 8:45,5.37,42.4,,,,,
942,7/22/2019 9:00,5.5,42.76,,,,,
943,7/22/2019 9:15,5.62,43.02,,,,,
944,7/22/2019 9:30,5.74,43.38,,,,,
945,7/22/2019 9:45,5.86,43.7,,,,,
946,7/22/2019 10:00,5.94,43.95,,,,,
947,7/22/2019 10:15,6.07,44.31,,,,,
948,7/22/2019 10:30,6.14,44.64,,,,,
949,7/22/2019 10:45,6.21,44.92,,,,,
950,7/22/2019 11:00,6.27,45.14,,,,,
951,7/22/2019 11:15,6.32,45.46,,,,,
952,7/22/2019 11:30,6.39,45.86,,,,,
953,7/22/2019 11:45,6.44,46.11,,,,,
954,7/22/2019 12:00,6.48,46.36,,,,,
955,7/22/2019 12:15,6.53,46.62,,,,,
956,7/22/2019 12:30,6.56,46.94,,,,,
957,7/22/2019 12:45,6.58,47.3,,,,,
958,7/22/2019 13:00,6.61,47.55,,,,,
959,7/22/2019 13:15,6.63,47.84,,,,,
960,7/22/2019 13:30,6.61,47.91,,,,,
961,7/22/2019 13:45,6.65,48.13,,,,,
962,7/22/2019 14:00,6.67,48.63,,,,,
963,7/22/2019 14:15,6.66,49.06,,,,,
964,7/22/2019 14:30,6.63,49.28,,,,,
965,7/22/2019 14:45,6.66,49.46,,,,,
966,7/22/2019 15:00,6.64,50.32,,,,,
967,7/22/2019 15:15,6.62,50.25,,,,,
968,7/22/2019 15:30,6.61,50.14,,,,,
969,7/22/2019 15:45,6.59,50,,,,,
970,7/22/2019 16:00,6.58,49.93,,,,,
971,7/22/2019 16:15,6.51,49.82,,,,,
972,7/22/2019 16:30,6.46,49.57,,,,,
973,7/22/2019 16:45,6.41,49.32,,,,,
974,7/22/2019 17:00,6.35,49.1,,,,,
975,7/22/2019 17:15,6.29,48.88,,,,,
976,7/22/2019 17:30,6.23,48.63,,,,,
977,7/22/2019 17:45,6.16,48.38,,,,,
978,7/22/2019 18:00,6.08,48.16,,,,,
979,7/22/2019 18:15,5.99,47.95,,,,,
980,7/22/2019 18:30,5.87,47.73,,,,,
981,7/22/2019 18:45,5.78,47.52,,,,,
982,7/22/2019 19:00,5.69,47.3,,,,,
983,7/22/2019 19:15,5.6,47.12,,,,,
984,7/22/2019 19:30,5.52,46.9,,,,,
985,7/22/2019 19:45,5.45,46.76,,,,,
986,7/22/2019 20:00,5.4,46.58,,,,,
987,7/22/2019 20:15,5.33,46.44,,,,,
988,7/22/2019 20:30,5.27,46.29,,,,,
989,7/22/2019 20:45,5.21,46.18,,,,,
990,7/22/2019 21:00,5.13,46.04,,,,,
991,7/22/2019 21:15,5.09,45.9,,,,,
992,7/22/2019 21:30,5.06,45.75,,,,,
993,7/22/2019 21:45,5.09,45.57,,,,,
994,7/22/2019 22:00,5.15,45.36,,,,,
995,7/22/2019 22:15,5.25,45.14,,,,,
996,7/22/2019 22:30,5.3,44.96,,,,,
997,7/22/2019 22:45,5.23,44.89,,,,,
998,7/22/2019 23:00,5.17,44.82,,,,,
999,7/22/2019 23:15,5.12,44.74,,,,,
1000,7/22/2019 23:30,5.05,44.64,,,,,
1001,7/22/2019 23:45,5,44.56,,,,,
1002,7/23/2019 0:00,4.95,44.49,,,,,
1003,7/23/2019 0:15,4.9,44.38,,,,,
1004,7/23/2019 0:30,4.86,44.31,,,,,
1005,7/23/2019 0:45,4.84,44.2,,,,,
1006,7/23/2019 1:00,4.81,44.13,,,,,
1007,7/23/2019 1:15,4.78,44.06,,,,,
1008,7/23/2019 1:30,4.77,43.95,,,,,
1009,7/23/2019 1:45,4.75,43.88,,,,,
1010,7/23/2019 2:00,4.71,43.81,,,,,
1011,7/23/2019 2:15,4.69,43.7,,,,,
1012,7/23/2019 2:30,4.68,43.59,,,,,
1013,7/23/2019 2:45,4.67,43.52,,,,,
1014,7/23/2019 3:00,4.66,43.41,,,,,
1015,7/23/2019 3:15,4.64,43.34,,,,,
1016,7/23/2019 3:30,4.63,43.23,,,,,
1017,7/23/2019 3:45,4.63,43.12,,,,,
1018,7/23/2019 4:00,4.63,43.05,,,,,
1019,7/23/2019 4:15,4.62,42.98,,,,,
1020,7/23/2019 4:30,4.63,42.87,,,,,
1021,7/23/2019 4:45,4.62,42.8,,,,,
1022,7/23/2019 5:00,4.62,42.73,,,,,
1023,7/23/2019 5:15,4.61,42.66,,,,,
1024,7/23/2019 5:30,4.6,42.62,,,,,
1025,7/23/2019 5:45,4.59,42.55,,,,,
1026,7/23/2019 6:00,4.59,42.48,,,,,
1027,7/23/2019 6:15,4.59,42.37,,,,,
1028,7/23/2019 6:30,4.6,42.3,,,,,
1029,7/23/2019 6:45,4.61,42.22,,,,,
1030,7/23/2019 7:00,4.62,42.19,,,,,
1031,7/23/2019 7:15,4.65,42.15,,,,,
1032,7/23/2019 7:30,4.71,42.15,,,,,
1033,7/23/2019 7:45,4.84,42.19,,,,,
1034,7/23/2019 8:00,4.92,42.26,,,,,
1035,7/23/2019 8:15,5.05,42.33,,,,,
1036,7/23/2019 8:30,5.27,42.4,,,,,
1037,7/23/2019 8:45,5.4,42.48,,,,,
1038,7/23/2019 9:00,5.54,42.55,,,,,
1039,7/23/2019 9:15,5.75,42.51,,,,,
1040,7/23/2019 9:30,5.92,42.55,,,,,
1041,7/23/2019 9:45,6.07,42.58,,,,,
1042,7/23/2019 10:00,6.18,42.73,,,,,
1043,7/23/2019 10:15,6.3,42.76,,,,,
1044,7/23/2019 10:30,6.39,42.87,,,,,
1045,7/23/2019 10:45,6.45,43.05,,,,,
1046,7/23/2019 11:00,6.57,43.41,,,,,
1047,7/23/2019 11:15,6.63,44.2,,,,,
1048,7/23/2019 11:30,6.69,44.67,,,,,
1049,7/23/2019 11:45,6.72,45.03,,,,,
1050,7/23/2019 12:00,7.22,44.96,,,,,
1051,7/23/2019 12:00,,,Logged,,,,
1052,7/23/2019 12:00,,,,Logged,,,
1053,7/23/2019 12:01,,,,,Logged,,
1054,7/23/2019 12:15,6.79,45.03,,,,,
1055,7/23/2019 12:30,6.83,45.21,,,,,
1056,7/23/2019 12:45,6.87,45.5,,,,,
1057,7/23/2019 13:00,6.91,45.72,,,,,
1058,7/23/2019 13:15,6.93,46.18,,,,,
1059,7/23/2019 13:30,6.96,46.58,,,,,
1060,7/23/2019 13:45,6.98,46.98,,,,,
1061,7/23/2019 14:00,6.99,47.34,,,,,
1062,7/23/2019 14:15,6.97,47.59,,,,,
